student_id,gender,ethnicity,race,language,ble_kg_fall,del_kg_fall,rvo_kg_fall,syn_kg_fall,evo_kg_fall,lcp_kg_fall,nwr_kg_fall,srt_kg_fall,lnc_kg_fall,lsc_kg_fall,rao_kg_fall,wppsi4_rv_ss,wppsi4_rv_raw,wppsi4_pn_ss,wppsi4_pn_raw,wppsi4_mr_ss,wppsi4_mr_raw,ktea3_nwd_ss,ktea3_nwd_raw,ktea3_lwr_ss,ktea3_lwr_raw,celf5_sc_ss,celf5_sc_raw,celf5_rs_ss,celf5_rs_raw
11_22_0_4079,,,,,0.382858914,-0.771323417,,,,,,-0.027614955,,,,,,13.0,20.0,,,,,103.0,28.0,,,10.0,26.0
11_22_0_4080,,,,,0.443009347,-0.491677448,,,,,,0.608329377,,,,,,10.0,17.0,,,93.0,6.0,108.0,33.0,,,12.0,32.0
11_22_0_4081,,,,,-0.122491172,-2.307407777,,,,,,-1.745529852,,,,,,9.0,16.0,,,88.0,4.0,104.0,29.0,,,,
11_22_0_4082,,,,,0.8873166,-0.45436685,,,,,,0.212593089,,,,,,13.0,20.0,,,97.0,8.0,117.0,41.0,,,13.0,38.0
11_22_0_4083,,,,,-0.094598179,-2.307407777,,,,,,-2.179055238,,,,,,8.0,14.0,,,86.0,3.0,103.0,28.0,,,8.0,15.0
11_22_0_4084,,,,,-0.071649864,-0.927204291,,,,,,0.443685072,,,,,,18.0,23.0,,,83.0,2.0,112.0,36.0,,,16.0,50.0
11_22_0_4085,,,,,-0.045310427,-1.216348551,,,,,,-0.337586252,,,,,,12.0,19.0,,,86.0,3.0,104.0,29.0,,,10.0,25.0
11_22_0_4086,,,,,0.809924465,-0.417401826,,,,,,-0.851828096,,,,,,11.0,18.0,,,95.0,7.0,113.0,37.0,,,10.0,26.0
11_22_0_4087,,,,,-0.457063506,-1.11906715,,,,,,-0.374333022,,,,,,11.0,18.0,,,95.0,7.0,114.0,38.0,,,12.0,32.0
11_22_0_4088,,,,,-0.265175723,-1.878534108,,,,,,-2.179055238,,,,,,8.0,15.0,,,83.0,2.0,91.0,22.0,,,7.0,13.0
11_22_0_4089,,,,,-0.057655021,-1.433643119,,,,,,0.034827965,,,,,,15.0,21.0,,,76.0,0.0,93.0,23.0,,,10.0,24.0
11_22_0_4090,female,not hispanic,asian,1.0,0.338631561,-0.99511894,,,,,,-0.903019491,,,,,,8.0,15.0,,,83.0,2.0,101.0,27.0,,,10.0,23.0
11_22_0_4091,,,,,-0.721328362,-1.526680905,,,,,,-1.521290578,,,,,,11.0,18.0,,,95.0,7.0,108.0,33.0,,,8.0,16.0
11_22_0_4092,male,not hispanic,white,0.0,-0.337674746,-0.723348318,,,,,,-0.665246359,,,,,,12.0,19.0,,,88.0,4.0,104.0,29.0,,,10.0,25.0
11_22_0_4093,,,,,-1.973400415,-2.307407777,,,,,,-2.179055238,,,,,,12.0,19.0,,,76.0,0.0,93.0,23.0,,,10.0,23.0
11_22_0_4094,,,,,-0.484070562,-1.402281992,,,,,,-1.167849916,,,,,,11.0,18.0,,,76.0,0.0,101.0,27.0,,,9.0,22.0
11_22_0_4095,,,,,0.301534803,-1.923149275,,,,,,-1.154767018,,,,,,12.0,19.0,,,80.0,1.0,105.0,30.0,,,9.0,20.0
11_22_0_4096,,,,,-0.346016729,-0.290479933,,,,,,0.681425094,,,,,,17.0,22.0,,,93.0,6.0,114.0,38.0,,,15.0,45.0
11_22_0_4097,,,,,-1.973400415,-2.307407777,,,,,,-1.851767297,,,,,,5.0,11.0,,,86.0,3.0,93.0,23.0,,,8.0,17.0
11_22_0_4098,,,,,0.147506643,-2.307407777,,,,,,-1.837842482,,,,,,8.0,15.0,,,86.0,3.0,101.0,27.0,,,,
11_22_0_4099,female,not hispanic,white,0.0,-0.523228596,-2.307407777,,,,,,-1.368167913,,,,,,11.0,18.0,,,80.0,1.0,93.0,23.0,,,10.0,26.0
11_22_0_4100,,,,,-1.211211759,-2.307407777,,,,,,-1.66292283,,,,,,10.0,17.0,,,83.0,2.0,104.0,29.0,,,8.0,16.0
11_22_0_4101,female,,asian,1.0,-0.011525325,-1.000671612,,,,,,-1.394636014,,,,,,11.0,18.0,,,102.0,11.0,108.0,33.0,,,8.0,18.0
11_22_0_4102,,,,,-0.433567644,-1.878534108,,,,,,-1.812713497,,,,,,13.0,20.0,,,83.0,2.0,91.0,22.0,,,9.0,22.0
11_22_0_4103,male,not hispanic,white,0.0,0.861927272,-0.090195942,,,,,,0.959290255,,,,,,12.0,19.0,,,101.0,10.0,127.0,51.0,,,19.0,59.0
11_22_0_4104,,,,,0.50144403,-1.193732014,,,,,,-0.38840405,,,,,,12.0,19.0,,,88.0,4.0,91.0,22.0,,,12.0,33.0
11_22_0_4105,,,,,-0.149393505,-0.585558244,,,,,,-0.403765582,,,,,,15.0,21.0,,,88.0,4.0,,,,,11.0,29.0
11_22_0_4106,male,hispanic,white,0.0,-0.700355016,-1.570515254,,,,,,-0.908191811,,,,,,12.0,19.0,,,83.0,2.0,103.0,28.0,,,12.0,34.0
11_22_0_4107,,,,,-0.674725098,-1.373151039,,,,,,-1.811099256,,,,,,12.0,19.0,,,80.0,1.0,103.0,28.0,,,10.0,24.0
11_22_0_4108,,,,,-1.973400415,-1.878534108,,,,,,-1.297537639,,,,,,5.0,11.0,,,76.0,0.0,90.0,21.0,,,9.0,19.0
11_22_0_4109,,,,,-1.973400415,-2.307407777,,,,,,-0.746034734,,,,,,12.0,19.0,,,80.0,1.0,93.0,23.0,,,10.0,25.0
11_22_0_4110,,,,,0.530167349,-0.854646303,,,,,,-0.635673012,,,,,,13.0,20.0,,,97.0,8.0,106.0,31.0,,,12.0,31.0
11_22_0_4111,male,not hispanic,white,0.0,-0.242350218,-2.307407777,,,,,,-0.166046147,,,,,,12.0,19.0,,,76.0,0.0,84.0,18.0,,,11.0,30.0
11_22_0_4112,,,,,1.055412138,0.046402986,,,,,,-0.067740071,,,,,,11.0,18.0,,,99.0,9.0,106.0,31.0,,,13.0,36.0
11_22_0_4113,,,,,-1.417980798,-2.307407777,,,,,,-2.179055238,,,,,,5.0,11.0,,,76.0,0.0,93.0,23.0,,,7.0,13.0
11_22_0_4114,female,not hispanic,white,1.0,-0.475683922,-1.474209917,,,,,,-1.484197622,,,,,,10.0,17.0,,,83.0,2.0,93.0,23.0,,,10.0,26.0
11_22_0_4115,,,,,0.012153275,-1.088676755,,,,,,-1.779630393,,,,,,9.0,16.0,,,83.0,2.0,105.0,30.0,,,8.0,18.0
11_22_0_4116,male,not hispanic,white,0.0,0.235643082,-0.217944722,,,,,,0.131202242,,,,,,13.0,20.0,,,93.0,6.0,101.0,27.0,,,12.0,31.0
11_22_0_4117,male,hispanic,white,0.0,-0.603377579,-1.678452284,,,,,,-0.682006495,,,,,,11.0,18.0,,,76.0,0.0,83.0,17.0,,,13.0,36.0
11_22_0_4118,,,,,-0.433567644,-0.836458422,,,,,,0.418081659,,,,,,13.0,20.0,,,95.0,7.0,91.0,22.0,,,,
11_22_0_4119,,,,,-0.125308231,-2.002452135,,,,,,-0.05256911,,,,,,9.0,16.0,,,97.0,8.0,104.0,29.0,,,9.0,22.0
11_22_0_4120,,,,,0.136372001,-1.098141082,,,,,,-0.471440977,,,,,,11.0,18.0,,,88.0,4.0,91.0,22.0,,,10.0,24.0
11_22_0_4121,,,,,-0.413968747,-1.160886813,,,,,,-0.777683285,,,,,,13.0,20.0,,,83.0,2.0,91.0,22.0,,,12.0,34.0
11_22_0_4122,female,not hispanic,white,0.0,-0.030855828,-0.58594878,,,,,,0.633817927,,,,,,11.0,18.0,,,133.0,33.0,138.0,60.0,,,16.0,49.0
11_22_0_4123,,,,,-0.664144199,-1.272322433,,,,,,-2.179055238,,,,,,8.0,15.0,,,76.0,0.0,93.0,23.0,,,8.0,16.0
11_22_0_4124,,,,,0.145085691,-1.305127579,,,,,,-0.151930265,,,,,,13.0,20.0,,,83.0,2.0,105.0,30.0,,,11.0,28.0
11_22_0_4125,,,,,-0.072048866,-0.574001881,,,,,,-1.65852146,,,,,,12.0,19.0,,,121.0,24.0,144.0,63.0,,,13.0,36.0
11_22_0_4126,,,,,0.161778868,-0.441899229,,,,,,-0.035247455,,,,,,15.0,21.0,,,99.0,9.0,101.0,27.0,,,14.0,40.0
11_22_0_4127,male,not hispanic,white,0.0,-0.223300691,-0.787254347,,,,,,0.136547055,,,,,,17.0,22.0,,,86.0,3.0,104.0,29.0,,,14.0,41.0
11_22_0_4128,,,,,-0.603377579,-0.487859866,,,,,,-0.503452599,,,,,,12.0,19.0,,,93.0,6.0,93.0,23.0,,,10.0,25.0
11_22_0_4129,,,,,-0.062170058,0.046402986,,,,,,0.038532821,,,,,,17.0,22.0,,,93.0,6.0,113.0,37.0,,,15.0,45.0
11_22_0_4130,,,,,-0.103903334,-0.861174107,,,,,,-1.837842482,,,,,,12.0,19.0,,,105.0,13.0,135.0,57.0,,,8.0,16.0
11_22_0_4131,female,not hispanic,white,1.0,-0.374465894,-0.497544528,,,,,,-0.33389113,,,,,,8.0,14.0,,,91.0,5.0,105.0,30.0,,,11.0,28.0
11_22_0_4132,,,,,-0.615737054,-2.307407777,,,,,,-0.90400803,,,,,,12.0,19.0,,,83.0,2.0,101.0,27.0,,,12.0,33.0
11_22_0_4133,female,not hispanic,black or african american,0.0,0.265781217,-0.682960275,,,,,,-0.32570285,,,,,,11.0,18.0,,,76.0,0.0,93.0,23.0,,,11.0,28.0
11_22_0_4134,male,not hispanic,white,0.0,0.287489266,0.672219561,,,,,,-0.347142758,,,,,,,,,,,,,,,,,
11_22_0_4135,male,not hispanic,black or african american,0.0,-0.317580505,-1.501476797,,,,,,-1.574853748,,,,,,11.0,18.0,,,76.0,0.0,93.0,23.0,,,8.0,17.0
11_22_0_4136,,,,,-0.319280308,-2.307407777,,,,,,-1.164817992,,,,,,12.0,19.0,,,80.0,1.0,93.0,23.0,,,8.0,17.0
11_22_0_4137,male,not hispanic,white,0.0,-0.281696145,-2.307407777,,,,,,-1.169239844,,,,,,10.0,17.0,,,88.0,4.0,103.0,28.0,,,,
11_22_0_4138,,,,,-0.150751981,-0.73534939,,,,,,-1.811099256,,,,,,12.0,19.0,,,88.0,4.0,117.0,41.0,,,9.0,22.0
11_22_0_4139,,,,,-0.496149508,-0.879333114,,,,,,-0.471440977,,,,,,13.0,20.0,,,95.0,7.0,104.0,29.0,,,12.0,34.0
11_22_0_4140,,,,,0.057932181,-1.087932402,,,,,,-0.296887567,,,,,,11.0,18.0,,,93.0,6.0,93.0,23.0,,,12.0,31.0
11_22_0_4141,female,,asian,1.0,-0.031386481,-1.52463616,,,,,,-1.66292283,,,,,,9.0,16.0,,,97.0,8.0,121.0,45.0,,,8.0,15.0
11_22_0_4142,,,,,-1.692586027,-2.307407777,,,,,,-1.811099256,,,,,,7.0,13.0,,,88.0,4.0,91.0,22.0,,,7.0,12.0
11_22_0_4143,male,not hispanic,white,0.0,-0.203748992,-0.545522023,,,,,,1.442505818,,,,,,18.0,23.0,,,97.0,8.0,105.0,30.0,,,17.0,53.0
11_22_0_4144,,,,,-0.196896313,-1.168117591,,,,,,-0.875112199,,,,,,9.0,16.0,,,88.0,4.0,104.0,29.0,,,10.0,24.0
11_22_0_4145,,,,,-0.448813932,-1.321675413,,,,,,-2.179055238,,,,,,11.0,18.0,,,88.0,4.0,101.0,27.0,,,7.0,13.0
11_22_0_4316,,,,,-0.564073076,-1.261068121,-0.337557751,,-0.871384764,,,-0.811036009,,,,,,13.0,20.0,,,76.0,0.0,93.0,23.0,,,10.0,26.0
11_22_0_4317,,,,,-0.278238262,-1.107291555,-1.13355187,,-1.108319833,,,-0.697031779,,,,,,,,,,,,,,,,,
11_22_0_4321,,,,,1.932346647,0.084948865,-0.337557751,,-0.409609536,,,1.259369813,,,,,,17.0,22.0,,,121.0,24.0,142.0,62.0,,,17.0,51.0
11_22_0_4335,,,,,1.349391033,-0.255304144,-0.337557751,,-0.409609536,,,0.232886982,,,,,,15.0,21.0,,,101.0,10.0,138.0,60.0,,,14.0,42.0
11_22_0_4348,,,,,1.623891769,1.027372814,,,,,,-0.503452599,,,,,,,,,,,,,,,,,
11_22_0_4356,,,,,0.091483796,0.850360951,-0.337557751,,-0.409609536,,,0.680719692,,,,,,,,,,,,,,,,,
11_22_0_4362,,,,,-0.585595906,-1.261068121,-1.447924047,,-1.388743791,,,-1.774888747,,,,,,12.0,19.0,,,80.0,1.0,90.0,21.0,,,8.0,16.0
11_22_0_4383,,,,,0.06345142,0.002865021,-0.337557751,,-0.871384764,,,-0.25124572,,,,,,15.0,21.0,,,76.0,0.0,103.0,28.0,,,10.0,25.0
11_22_0_4384,,,,,0.006313184,-0.51546287,,,,,,-1.482458887,,,,,,,,,,,,,,,,,
11_22_0_4385,,,,,0.29344949,-0.478733579,-0.337557751,,-0.409609536,,,0.278852618,,,,,,,,,,,,101.0,27.0,,,,
11_22_0_4386,,,,,1.038832451,-0.14162512,-0.337557751,,-0.409609536,,,-0.132765074,,,,,,17.0,22.0,,,101.0,10.0,103.0,28.0,,,13.0,36.0
11_22_0_4387,,,,,-0.00641643,-0.528988026,-1.13355187,,-0.770671457,,,-0.02964133,,,,,,12.0,19.0,,,76.0,0.0,103.0,28.0,,,12.0,32.0
11_22_0_4388,,,,,0.023664259,-0.896322979,-1.816912109,,-0.871384764,,,-0.712973666,,,,,,,,,,,,,,,,,
11_22_0_4389,,,,,0.068220042,-2.143921705,-1.062494151,,-0.770671457,,,-0.670415593,,,,,,13.0,20.0,,,80.0,1.0,93.0,23.0,,,,
11_22_0_4415,,,,,0.335907495,-0.126290565,-0.426648189,-0.690145528,-0.342302296,,,-0.182033322,,,,,,13.0,20.0,,,93.0,6.0,104.0,29.0,,,13.0,37.0
11_22_0_4420,,,,,-0.05338967,-0.797790017,-0.129983735,-0.338939368,0.180899397,,,0.296843596,,,,,,13.0,20.0,,,125.0,27.0,140.0,61.0,,,14.0,39.0
11_22_0_4448,,,,,1.349391033,0.911055187,-1.317073119,-0.084667129,-0.571496625,,,1.067293927,,,,,,13.0,20.0,,,132.0,32.0,127.0,51.0,,,18.0,58.0
11_22_0_4449,,,,,-0.575428306,-2.613137617,-0.670627165,-1.019447221,-0.637712508,,,-1.49560767,,,,,,,,,,,,,,,,,
11_22_0_4450,,,,,0.109336886,-0.013900137,-1.081375531,-0.540095064,-0.318832229,,,-0.118842033,,,,,,15.0,21.0,,,118.0,22.0,140.0,61.0,,,11.0,30.0
11_22_0_4460,,,,,0.555303171,-0.827417674,0.597684576,-0.995679765,-0.137792889,,,-0.662042256,,,,,,15.0,21.0,,,80.0,1.0,97.0,25.0,,,10.0,25.0
11_22_0_4474,,,,,0.266348496,-0.02627377,-0.442009144,-0.298318749,0.132845695,,,1.124745219,,,,,,17.0,22.0,,,108.0,15.0,,,,,16.0,49.0
11_22_0_4476,,,,,0.94686536,0.087675131,-0.670627165,-0.603430283,-0.474412181,,,-0.118842033,,,,,,15.0,21.0,,,83.0,2.0,108.0,33.0,,,10.0,24.0
11_22_0_4477,,,,,0.621928202,0.383893044,-0.28246833,-0.298318749,0.118741708,,,0.870635899,,,,,,15.0,21.0,,,102.0,11.0,116.0,40.0,,,17.0,53.0
11_22_0_4519,,,,,-0.034994279,-0.860389537,-0.413405355,-0.876238289,-1.630121163,,,-1.08939917,,,,,,9.0,16.0,,,93.0,6.0,114.0,38.0,,,8.0,18.0
33_0_19_1000,female,not hispanic,white,0.0,-0.247829892,-0.394884359,-1.289887799,,,-2.218622435,-1.999348509,-2.006109753,,,,,,,,,,,,,,,,,
33_0_19_1001,male,not hispanic,white,0.0,-0.229833383,-0.634895239,-0.276085204,-1.060504785,-1.598519761,,-1.34071177,,20.0,,27.0,,,,,,,,,,,,,,
33_0_19_1002,male,not hispanic,white,0.0,0.134948056,-0.407376856,-0.979111768,,,-0.923780466,-0.654580148,-1.57185596,,,,,,,,,,,,,,,,,
33_0_19_1003,male,not hispanic,white,0.0,-0.222835569,-1.071785915,-0.276085204,-0.534889289,0.056736095,,-1.661306139,,37.0,,38.0,,,,,,,,,,,,,,
33_0_19_1004,,not hispanic,black or african american,0.0,0.019872665,-1.459871827,-1.178346143,,,-1.30559795,-1.610452783,-0.15397596,,,,,,,,,,,,,,,,,
33_0_19_1005,female,not hispanic,white,0.0,,-0.198608072,,0.190804689,-1.045010786,,,,,,42.0,,,,,,,,,,,,,,
33_0_19_1006,male,not hispanic,white,0.0,0.110205686,-0.23340797,-0.443446929,,,-0.904023908,-0.234733032,-0.418739525,,,,,,,,,,,,,,,,,
33_0_19_1007,male,not hispanic,white,0.0,-0.237524577,-0.356015834,-0.441446689,-0.32746735,-0.826407527,,0.132281316,,44.0,,39.0,,,,,,,,,,,,,,
33_0_19_1008,female,not hispanic,white,0.0,-0.386527528,-2.257350842,0.240805342,,,-0.053530175,-1.518473838,-2.006109753,,,,,,,,,,,,,,,,,
33_0_19_1009,male,not hispanic,white,0.0,0.293039241,-0.997964037,0.004281495,-0.342805771,-0.40938044,,-1.255266611,,37.0,,43.0,,,,,,,,,,,,,,
33_0_19_1010,female,not hispanic,white,0.0,-0.5925496,-2.257350842,-1.306446007,,,-2.169648561,-1.999348509,-2.006109753,,,,,,,,,,,,,,,,,
33_0_19_1016,female,not hispanic,white,0.0,-1.8695606,-1.928098201,-0.397976429,-0.946952943,-1.016871692,,-0.854170204,,35.0,,32.0,,,,,,,,,,,,,,
33_0_19_1017,male,not hispanic,white,0.0,0.104224161,-1.261863346,-0.790678093,,,-1.131693857,-1.362630431,-1.57185596,,,,,,,,,,,,,,,,,
33_0_19_1018,male,not hispanic,white,0.0,-0.402482224,-1.341623346,-0.665868388,-1.253078132,-0.13405806,,-0.94296153,,28.0,,25.0,,,,,,,,,,,,,,
33_0_19_1019,female,not hispanic,white,0.0,-0.999020965,-1.295958779,-0.077960829,,,0.233886098,-1.720242949,-1.57185596,,,,,,,,,,,,,,,,,
33_0_19_1020,female,hispanic,white,0.0,1.343847237,-0.775929238,0.146866922,0.603612989,-0.213877932,,-0.703262519,,53.0,,,,,,,,,,,,,,,,
33_0_19_1028,female,not hispanic,white,0.0,0.618388439,-1.459871827,-0.299388492,,,-1.441377468,-1.453784396,0.123676162,,,,,,,,,,,,,,,,,
33_0_19_1029,male,not hispanic,multi-racial,0.0,0.347521583,-0.896601198,-1.010579927,-2.160636582,-1.10963016,,-1.537882106,,20.0,,32.0,,,,,,,,,,,,,,
33_0_19_1030,female,hispanic,white,0.0,0.565027995,0.078870602,0.732189543,,,-0.811642508,0.198159107,0.405991549,,,,,,,,,,,,,,,,,
33_0_19_1031,male,hispanic,white,0.0,0.293519288,-0.740616203,-0.89459929,,,-0.733485038,-2.05947567,-0.604409167,,,,,,,,,,,,,,,,,
33_0_19_1032,female,not hispanic,white,0.0,-0.221037631,-1.02393041,-0.281991613,-0.555026293,-0.818023379,,-1.352944826,,20.0,,19.0,,,,,,,,,,,,,,
33_0_19_1033,male,not hispanic,white,0.0,0.955977004,-0.806484227,-0.967543605,-0.526634008,-0.874959712,,-0.736535489,,30.0,,29.0,,,,,,,,,,,,,,
33_0_19_1047,female,not hispanic,white,0.0,0.983526343,-0.319130395,-0.549174505,,,0.067800606,-0.034580248,-0.719872322,,,,,,,,,,,,,,,,,
33_0_19_1048,male,not hispanic,white,0.0,0.949463211,-0.467299534,-0.385753018,-0.645279931,-0.500594315,,-0.401157984,,58.0,,41.0,,,,,,,,,,,,,,
33_0_19_1060,female,not hispanic,white,0.0,0.949463211,0.319196931,0.004281495,-0.110100078,0.62769785,,-1.605243011,,51.0,,36.0,,,,,,,,,,,,,,
33_0_19_1061,female,not hispanic,white,0.0,-0.551189116,-0.662591072,-0.356707389,,,-0.990550116,-1.461337309,-1.056604029,,,,,,,,,,,,,,,,,
33_0_19_1062,female,not hispanic,white,0.0,-0.063279368,-0.978529161,-0.80209047,-0.345613103,-0.974361443,,-1.165967728,,33.0,,33.0,,,,,,,,,,,,,,
33_0_19_1063,male,not hispanic,white,0.0,0.061616085,-1.261863346,-1.031786518,,,-0.261087541,-1.1698802,-1.411901971,,,,,,,,,,,,,,,,,
33_0_19_1064,male,not hispanic,white,0.0,0.089468339,-0.408226105,-0.751067462,-0.106648877,0.09141137,,-1.208852015,,44.0,,60.0,,,,,,,,,,,,,,
33_0_19_1065,female,not hispanic,white,0.0,-0.269747815,-0.937429285,-0.883927897,,,-1.174169368,-1.461337309,-1.060426526,,,,,,,,,,,,,,,,,
33_0_19_1066,male,not hispanic,white,0.0,0.955977004,-0.384036747,-0.614427723,-0.020265777,-0.051753346,,-2.617118257,,33.0,,33.0,,,,,,,,,,,,,,
33_0_19_1067,male,not hispanic,white,0.0,-0.405126837,-1.341623346,-1.329234713,-0.128626408,-0.05388607,,-0.558283495,,26.0,,26.0,,,,,,,,,,,,,,
33_0_19_1068,female,not hispanic,white,0.0,0.983526343,0.262739457,0.732189543,,,-0.736631217,-0.085390103,-0.15397596,,,,,,,,,,,,,,,,,
33_0_19_1069,,not hispanic,white,0.0,0.477376373,-1.174660701,-0.566559617,-1.412986559,-0.713496279,,-0.592525784,,39.0,,33.0,,,,,,,,,,,,,,
33_0_19_1073,female,not hispanic,black or african american,0.0,-1.8695606,-2.330603465,-3.575070205,-2.160636582,-3.206010686,,-2.617118257,,25.0,,14.0,,,,,,,,,,,,,,
33_0_19_1074,male,not hispanic,white,0.0,0.983526343,-0.740616203,-0.315019131,,,-0.399119835,-0.401710928,-0.10771654,,,,,,,,,,,,,,,,,
33_0_19_1075,female,not hispanic,white,0.0,,-1.169907547,,0.150482519,-0.540685618,,,,,,31.0,,,,,,,,,,,,,,
33_0_19_1078,male,not hispanic,white,0.0,0.233806393,-0.388232255,-0.977754943,,,-0.381988265,-0.401710928,-0.604409167,,,,,,,,,,,,,,,,,
44_19_0_1000,male,not hispanic,black or african american,0.0,0.401988626,0.672789397,-0.146172319,0.210538031,0.62769785,,0.891388937,,64.0,,43.0,,,,,,,,,,,,,,
44_19_0_1001,female,not hispanic,multi-racial,0.0,0.385793504,-0.267763195,-0.550647186,,,-1.036964682,-0.513312262,-0.276295995,,,,,,,,,,,,,,,,,
44_19_0_1005,,not hispanic,multi-racial,0.0,0.298764402,-1.529714707,-0.673109578,-0.32746735,-0.740321322,,-0.548797994,,39.0,,35.0,,,,,,,,,,,,,,
44_19_0_1006,male,not hispanic,black or african american,0.0,0.983526343,0.519610214,-0.604786414,,,-0.324549392,0.254961321,0.789043143,,,,,,,,,,,,,,,,,
44_19_0_1007,female,not hispanic,multi-racial,1.0,0.949463211,-0.009222795,-0.185287185,0.603612989,0.020181571,,0.891388937,,41.0,,40.0,,,,,,,,,,,,,,
44_19_0_1010,male,not hispanic,white,0.0,0.112162999,-0.144463666,-0.179119722,-0.46619216,0.016059766,,0.699207771,,40.0,,36.0,,,,,,,,,,,,,,
44_19_0_1011,male,hispanic,multi-racial,0.0,0.235378029,-0.816431114,-1.029097537,,,-1.332008255,-0.971415886,-0.566987243,,,,,,,,,,,,,,,,,
44_19_0_1012,female,not hispanic,white,0.0,0.10328998,-0.653880963,-0.276085204,-0.445381192,0.173759258,,-1.075118349,,37.0,,29.0,,,,,,,,,,,,,,
44_19_0_1013,female,not hispanic,white,0.0,0.983526343,-0.51197261,0.349434016,,,0.095152779,0.33312874,-0.276295995,,,,,,,,,,,,,,,,,
44_19_0_1015,female,not hispanic,white,0.0,0.622959971,0.262739457,0.508229942,,,0.490623418,-1.185421252,0.861798817,,,,,,,,,,,,,,,,,
44_19_0_1017,male,not hispanic,black or african american,0.0,0.65325084,0.032887966,-0.098879787,-0.110100078,0.173759258,,-2.11328818,,26.0,,27.0,,,,,,,,,,,,,,
44_19_0_1018,female,not hispanic,black or african american,0.0,1.436016879,-1.007557007,-1.074045459,,,-0.903930722,0.331958427,0.795505199,,,,,,,,,,,,,,,,,
44_19_0_1019,male,not hispanic,white,0.0,0.866750416,0.319196931,-0.872095022,0.311460618,-0.733432191,,-0.691109338,,37.0,,28.0,,,,,,,,,,,,,,
44_19_0_1021,female,not hispanic,black or african american,0.0,0.983526343,0.771194985,0.53080797,,,0.490623418,0.539597405,1.819362263,,,,,,,,,,,,,,,,,
44_19_0_1022,male,not hispanic,white,0.0,-0.749663013,0.672789397,-1.103750137,-0.342805771,-0.141081207,,0.699207771,,48.0,,29.0,,,,,,,,,,,,,,
44_19_0_1023,male,hispanic,white,0.0,0.65862447,-0.479233521,0.13920878,,,0.34349508,0.930087813,0.012410435,,,,,,,,,,,,,,,,,
44_19_0_1024,female,not hispanic,multi-racial,0.0,0.880771119,0.239933399,-1.484454977,-0.373087999,0.514280041,,-1.004685829,,51.0,,26.0,,,,,,,,,,,,,,
44_19_0_1025,female,not hispanic,black or african american,0.0,0.983526343,-0.785651815,-1.273750943,,,-1.13116604,0.403217559,-1.056604029,,,,,,,,,,,,,,,,,
44_19_0_1026,male,hispanic,multi-racial,0.0,0.49667741,-0.775289417,-0.369794467,-1.725138538,0.338828787,,-0.726671939,,33.0,,30.0,,,,,,,,,,,,,,
44_19_0_1027,male,not hispanic,black or african american,0.0,0.983526343,-0.206573088,-1.090310439,,,-0.186118186,-0.469513335,0.557447916,,,,,,,,,,,,,,,,,
44_19_0_1028,female,not hispanic,multi-racial,0.0,0.57703067,-0.629838333,0.120852261,0.603612989,0.684800615,,0.240118489,,33.0,,41.0,,,,,,,,,,,,,,
44_19_0_1031,female,not hispanic,black or african american,0.0,0.618388439,-0.195320506,-0.17589443,,,0.504745884,-0.356286139,-0.058253105,,,,,,,,,,,,,,,,,
44_19_0_1033,female,not hispanic,multi-racial,1.0,1.343847237,-0.634895239,-0.26136762,-0.147026385,-0.304730784,,0.891388937,,50.0,,33.0,,,,,,,,,,,,,,
44_19_0_1034,female,not hispanic,white,0.0,0.620503916,-0.368564092,0.419968654,,,0.43499299,-0.513312262,1.171307884,,,,,,,,,,,,,,,,,
44_19_0_1035,female,not hispanic,white,0.0,0.49667741,-0.192511654,0.628458285,-0.300371727,0.204985568,,0.41654993,,46.0,,65.0,,,,,,,,,,,,,,
44_19_0_1036,female,not hispanic,black or african american,0.0,1.436016879,-0.680640678,-0.71797657,,,-0.909439829,0.764975276,0.14154967,,,,,,,,,,,,,,,,,
44_19_0_1037,female,not hispanic,white,0.0,0.451106122,0.27595723,-0.126789336,-0.479307407,0.412558705,,0.769987808,,43.0,,30.0,,,,,,,,,,,,,,
44_19_0_1038,male,not hispanic,black or african american,0.0,0.231750783,-0.054306304,-0.09241122,,,-0.47137609,-0.553273857,-0.276295995,,,,,,,,,,,,,,,,,
44_19_0_1039,female,not hispanic,multi-racial,0.0,0.607285488,-0.775289417,-0.275206667,-1.18878677,-0.058166403,,0.503049619,,46.0,,40.0,,,,,,,,,,,,,,
44_19_0_1040,male,not hispanic,black or african american,0.0,-0.276716711,-0.487346894,-1.123886326,-2.160636582,-0.909590127,,-0.044225848,,35.0,,26.0,,,,,,,,,,,,,,
44_19_0_1042,female,not hispanic,white,0.0,0.955977004,0.005599338,0.150453232,0.603612989,0.511198173,,0.338537269,,75.0,,42.0,,,,,,,,,,,,,,
44_19_0_1043,male,not hispanic,black or african american,0.0,0.846448253,0.123525671,-0.706601959,,,-0.300658215,0.238760043,-0.91618572,,,,,,,,,,,,,,,,,
55_19_0_1000,female,not hispanic,american indian or alaska native,0.0,-0.063279368,-0.775289417,-0.687812654,-0.56578231,-0.257049244,,-1.356867015,,31.0,,29.0,,,,,,,,,,,,,,
55_19_0_1001,female,not hispanic,white,0.0,-0.883994169,-2.257350842,-0.883589186,,,-0.235439906,-0.982587956,-2.006109753,,,,,,,,,,,,,,,,,
